Tópico;ID;Classe;Descrição;Possíveis Causas;Sugestão de Correção
6.1.5 Segurança;330;Fault;PLS Rear: Scanner Dirty;A janela óptica do scanner está suja, obstruída ou com condição que reduz a qualidade de leitura, como poeira, óleo, condensação, riscos ou objeto muito próximo.;Parar o veículo em condição segura e limpar cuidadosamente a janela óptica com material adequado. Remover obstruções, verificar danos, condensação, fixação e alinhamento. Confirmar no diagnóstico que a condição de contaminação foi eliminada antes do rearme.
6.1.5 Segurança;331;Fault;PLS Rear: Error Scanner;Falha do scanner de segurança por alimentação ausente ou instável, erro interno, configuração inválida, cabo ou conector danificado, perda de comunicação ou circuito de segurança inconsistente.;Manter o veículo parado, verificar alimentação, indicadores, cabos, conectores e comunicação do scanner. Confirmar a configuração e o estado dos canais de segurança, reiniciar de forma controlada e testar os campos. Persistindo, substituir o scanner após diagnóstico.
6.1.5 Segurança;332;Fault;PLS Rear: Not Run Scanner;O scanner de segurança não entrou em operação por inicialização incompleta, ausência de alimentação, configuração ou reinício pendente, comunicação indisponível, entrada de segurança ativa ou falha interna.;Verificar alimentação e indicadores do scanner, cabos, conectores, comunicação e condições de reinício. Confirmar a configuração e liberar os permissivos de segurança somente com a área protegida. Reiniciar e validar os campos antes de liberar o veículo.
6.1.8 Direção;360;Fault;Steering Front: TL2 Drive Over Current;Corrente elevada no acionamento por sobrecarga mecânica, travamento do conjunto, aceleração excessiva, curto ou mau contato nos cabos do motor, falha de isolamento ou defeito interno no motor ou no drive.;Imobilizar o veículo, verificar se o eixo se movimenta livremente e remover travamentos ou excesso de carga. Inspecionar cabos, conectores e isolamento do motor, conferir alimentação e parâmetros de movimento e, após eliminar a causa, rearmar o acionamento. Substituir o motor ou o drive somente após diagnóstico.
6.1.8 Direção;361;Fault;Steering Front: TL2 Drive Over Voltage;Tensão elevada no barramento do acionamento, provocada por alimentação fora da faixa, energia regenerativa não dissipada, falha no circuito de frenagem regenerativa, conexão deficiente ou defeito interno no drive.;"Verificar a estabilidade da alimentação e as conexões de potência. Inspecionar o circuito de dissipação de energia, incluindo cabeamento e resistor de frenagem quando aplicável, e confirmar os parâmetros de desaceleração. Corrigir a causa antes de rearmar; persistindo o alarme, avaliar o drive."
6.1.8 Direção;362;Fault;Steering Front: TL2 Drive Over Temperature;Temperatura interna elevada no drive devido a carga excessiva, ciclos repetitivos, ventilação insuficiente, acúmulo de sujeira, temperatura ambiente elevada ou degradação do acionamento.;Parar o equipamento e aguardar o resfriamento em condição segura. Verificar ventilação, limpeza, fixação, circulação de ar e carga mecânica do eixo. Confirmar se o ciclo de operação está adequado e rearmar após normalização. Se o aquecimento retornar, avaliar o drive.
6.1.8 Direção;363;Fault;Steering Front: TL2 Drive Internal Voltage Error;Falha em uma tensão interna do drive causada por variação da alimentação, queda momentânea, conexão de potência instável, falha na fonte interna ou defeito eletrônico do acionamento.;Verificar alimentação, aperto e integridade dos cabos e conectores de potência. Desenergizar e energizar conforme o procedimento de manutenção, observando se o erro reaparece. Se a alimentação estiver estável e o alarme persistir, registrar o diagnóstico e substituir o drive.
6.1.8 Direção;364;Fault;Steering Front: TL2 Position Error;Desvio excessivo entre a posição comandada e a posição real por obstrução mecânica, sobrecarga, folga ou desacoplamento, falha de encoder, conexão de realimentação deficiente ou parametrização inadequada.;Verificar se o mecanismo está livre, alinhado e sem folgas anormais. Inspecionar acoplamentos, freio, encoder, cabos e conectores de realimentação. Confirmar referência e parâmetros de posição, executar a homogeneização ou referência prevista e testar o movimento em baixa solicitação.
6.1.8 Direção;365;Fault;Steering Front: TL2 Motor Encoder Disconnected;Ausência do sinal do encoder do motor por conector solto, cabo rompido ou danificado, alimentação do sensor ausente, blindagem inadequada ou falha do próprio encoder.;"Inspecionar e reconectar o cabo do encoder, verificando pinos, continuidade, blindagem e fixação. Confirmar a alimentação e a leitura do sinal no diagnóstico. Corrigir o cabeamento ou substituir o encoder; se o sinal estiver correto e o alarme permanecer, avaliar a entrada do drive."
6.1.8 Direção;366;Fault;Steering Front: TL2 Regen Failed;Falha no processo de regeneração por tensão elevada no barramento, circuito de dissipação interrompido, resistor de frenagem desconectado ou danificado, parâmetros incompatíveis ou defeito no estágio regenerativo do drive.;Verificar o circuito de frenagem regenerativa, conexões e integridade do elemento de dissipação. Confirmar a alimentação e os parâmetros de desaceleração. Corrigir cabos ou componentes danificados, rearmar e testar. Persistindo a falha, avaliar o estágio de potência do drive.
6.1.8 Direção;367;Fault;Steering Front: TL2 Safe Torque Off（STO）;Função de torque seguro ativa por acionamento de emergência, circuito de segurança aberto, ausência ou discrepância entre canais de segurança, falha de contato, cabo ou conector, ou entrada de segurança do drive não habilitada.;Confirmar que a área está segura e que todos os dispositivos de emergência foram liberados. Verificar os dois canais do circuito de segurança, contatos, cabos, conectores e sinais de habilitação. Eliminar a falha, executar o rearme de segurança e somente então reabilitar o movimento.
6.1.8 Direção;368;Fault;Steering Front: TL2 Bad FPGA;Falha interna de hardware ou firmware no drive, possivelmente associada a inicialização incorreta, alimentação instável, corrupção de firmware ou defeito eletrônico.;Verificar a qualidade da alimentação e executar uma reinicialização controlada. Registrar o código de diagnóstico e conferir a versão e a integridade da configuração. Se o erro retornar, retirar o eixo de operação e substituir ou encaminhar o drive para avaliação técnica.
6.1.8 Direção;369;Fault;Steering Front: TL2 Parameter Read Failed;Falha na leitura dos parâmetros do drive por memória corrompida, arquivo de configuração incompatível, interrupção durante a inicialização, comunicação instável ou defeito interno de memória.;Reinicializar o acionamento de forma controlada e verificar a comunicação com o controlador. Restaurar os parâmetros aprovados para o eixo e confirmar a gravação. Se a leitura continuar falhando, preservar o diagnóstico e substituir o drive ou sua memória conforme o procedimento.
6.1.8 Direção;370;Fault;Steering Front: TL2 Motor Encoder Multi-turn Error;Informação multivoltas do encoder absoluto inválida por perda de referência, falha de alimentação de retenção, cabo ou conector defeituoso, configuração incorreta ou defeito do encoder.;Inspecionar alimentação, cabo, conector e sinal do encoder absoluto. Confirmar a configuração e executar o procedimento de referência previsto para o eixo. Se a informação multivoltas não for recuperada, substituir o encoder e validar novamente a posição antes de liberar o movimento.
6.1.8 Direção;371;Fault;Steering Front: TL2 Motor Stall Protection;Proteção por motor bloqueado, causada por travamento mecânico, carga excessiva, freio não liberado, comando sem movimento, falha de fase, problema de realimentação ou parâmetros de torque inadequados.;Parar o equipamento, remover a carga ou obstrução e verificar se o mecanismo se movimenta livremente. Conferir liberação do freio, cabos do motor, encoder e parâmetros de torque. Rearmar somente após eliminar a causa e testar o eixo com carga reduzida.
6.1.8 Direção;372;Fault;Steering Front: TL2 Drive Power Module Over Temperature;Temperatura elevada no módulo de potência por corrente excessiva, ventilação deficiente, dissipação térmica inadequada, ciclos severos, temperatura ambiente elevada ou degradação do módulo.;Desabilitar o movimento e aguardar o resfriamento. Limpar o conjunto, verificar ventilação, montagem e dissipação térmica, além da carga e do ciclo do eixo. Após normalizar, testar o acionamento. Se o alarme retornar, avaliar o módulo de potência ou substituir o drive.
6.1.8 Direção;373;Fault;Steering Front: TL2 N Limit;Limite de curso negativo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.8 Direção;374;Fault;Steering Front: TL2 P Limit;Limite de curso positivo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
